구군,콘텐츠명,위도,경도,주소,연락처,상세내용,이미지
동래구,순이네곱창,35.198902,129.09865,충렬대로 359번길 24,051-621-8899,대한민국 조리기능장인 오너쉐프는 밑반찬부터 주재료인 곱창의 손질까지 모두 직접 장만하고 있다. 솔잎을 사용하여 잡냄새를 제거하여 더 부드러운 맛을 가진 이곳의 곱창은명인이 준비한 세가지 소스와 만나 더욱 깊은 맛을 자랑한다.,song/image/sample_image.png
동래구,세연정,35.20514,129.07704,충렬대로 149,051-506-6666,"소갈비로 유명한 구이전문 패밀리레스토랑으로 청결한 공간과 높은 수준의 서비스를 자랑하는 이곳은, 직거래하는 향토 식자재와 직접 만든 된장, 유명한 산지에서 공수한 재료들을 사용하여 정성들인 음식을 제공하고 있다.",song/image/sample_image.png
동래구,조방낙지마당,35.19913,129.05907,사직북로47번길 14-4,051-505-0708,"조방낙지라는 이름의 식당들은 대부분 보증된 맛을 가지고 있는데, 이곳 역시 보증된 낙지전문점이다. 이 지역에서 오랜 시간을 보내온 식당답게 단골손님도 많고, 다른 낙지전문점에 비해 낮은 가격이 마음을 든든하게 한다.",song/image/sample_image.png
동래구,초록담미역국,35.194927,129.05788,"동래구 사직로 73, 2층",051-505-5255,"미역국에 사용되는 한우는 비계와 힘줄을 직접 제거하고, 직접 만든 반찬과 양념, 그리고 매일 새로 담근 김치를 준비한다. 이곳은 집밥같은 음식을 준비하는 미역국전문점으로 자극적이지 않은 맛으로 유명하다.",song/image/sample_image.png
동래구,타이빈,35.216263,129.0773,동래구 금강로73번길 12,051-558-8885,"태국 정부로부터 Thai select 최고등급인 signature 인증을 받았다는 태국음식전문점으로, 태국인요리사가 준비하는 정통태국음식이 준비되어 있다. 태국으로 여행 온 기분을 느끼게 해주는 인테리어가 무척 인상적인 곳이다.",song/image/sample_image.png
부산진구,경찰서 옆 초밥집,35.159702,129.05392,부전로 111번길 15,051-818-3189,18년 경력의 오너 쉐프가 모든 재료를 직접 만들고 손질한다. 매일 5시간씩 정성껏 준비한 재료와 알찬 구성 그리고 보증된 솜씨로 만들어 내는 초밥은 당신을 실망시키지 않는다.,song/image/sample_image.png
부산진구,동백아가씨1961,35.158566,129.064,서전로37번길 18,070-7612-1961,"빈티지한 인테리어의 카페 같은 이곳은 놀랍게도 유명한 즉석떡볶이 전문점이다. 유명산지의 고춧가루를 사용하는 등 좋은 재료를 사용하고, 라면부터 돈까스까지 다양한 토핑을 추가할 수 있는 매력적인 곳이다.",song/image/sample_image.png
부산진구,로위버거,35.156338,129.06004,"서전로10번길 31-4, 1층",070-4467-4090,100% 통새우로 만든 패티와 수제 와사비 소스로 맛을 낸 통새우버거가 인기메뉴인 이곳은 오리지널 레시피 개발과 독특한 분위기로 인기 높은 수제버거전문점이다. 매일 100개 한정 판매라고 하니 서두르는 것을 추천한다.,song/image/sample_image.png
부산진구,장어촌,35.15863,129.05667,부산진구 부전로96번길 36,051-803-9617,"부산에서 장어구이를 이야기할 때 항상 최고로 거론되는 곳 중 한 곳으로 ,주문즉시 장만한 장어와 6시간을 끓여 만든 특제한방소스를 경험해 본다면누구나 그 사실을 인정할 수밖에 없을 것 같다.",song/image/sample_image.png
부산진구,전통음식점 원양,35.172222,129.06995,동평로 420번길 23,010-4545-0773,"좋은 재료로 직접담은 김치와 밑반찬, 시골집에서 공수한 장류 및 장아찌들을 사용하여 30년이 넘게 꾸준히 직장인들의 사랑을 받아온 곳으로, 미식가들 사이에서 특히 평이 좋은 곳이라 한다. 연회를 위한 단체석도 마련되어 있다.",song/image/sample_image.png
부산진구,항정살구공탄,35.165436,129.03777,동평로 75,051-891-6339,주문과 함께 썰어내는 고기는 포를 뜨는 방식으로 썰어 더 좋은 식감을 자랑한다. 된장찌개로도 유명한 이곳은 오직 항정살만 전문적으로 취급하고 있는 구이전문점으로 운이 좋다면 유쾌한 이벤트도 경험할 수 있다.,song/image/sample_image.png
북구,금용,35.205463,128.99666,구포만세길 75,051-332-1261,"1960년부터 운영해온 중국만두전문점으로 찐돼지껍질과 사태, 소꼬리 살로 소를 만드는 산둥식 만두를 만들고 있다. 준비해둔 재료가 언제나 당일 소진이 될 정도로 인기가 높다.",song/image/sample_image.png
북구,웅천집,35.26257,129.0153,금곡대로616번길 7-14,051-332-8740,"1964년부터 3대째 운영하고 있는 전통 있는 식당으로, 3년 숙성 초장으로 만든 특제소스와 먹는 향어회가 특히 유명하지만, 고민 끝에 결국 장어구이와 매운탕까지 모든 메뉴를 먹게 된다는 무서운 곳이기도 하다.",song/image/sample_image.png
북구,이종임 전복뚝배기,35.230835,129.00897,화명대로 12번길 91,051-365-0022,"전복요리를 전문으로 하는 이 곳은 신선하고 부드러운 완도산 활전복을 사용하고, 새로운 음식인 전복한우갈비찜을 개발하여 방송에 소개되기도 했다. 전체적으로 염도가 낮은 건강한 음식을 만든다.",song/image/sample_image.png
북구,평양집,35.212116,129.00589,금곡대로 20번길 21,051-331-5455,"24년째 운영 중인 평양식 수제만두집으로 흔치 않은 이북식 음식을 만날 수 있는 곳이다. 새벽마다 직접 만든 만두로 손님을 맞이하고 있으며, 100% 녹두를 이용해 만든 녹두전도 인기메뉴다.",song/image/sample_image.png
사상구,대왕불맛,35.17614,128.99005,"덕상로 54, 1층",051-303-5755,"이곳은 테이크아웃과 배달을 전문으로 하는 내장요리전문점으로, 국내산 곱창·막창을 직화구이로 조리하여 제공한다. 수제양념으로 곱창 특유의 잡냄새를 제거한 매운 곱창메뉴가 인기 있다고 한다.",song/image/sample_image.png
사상구,올리브장작,35.162926,128.98746,광장로 101,051-312-3399,통나무 산장에 들어온 듯한 인테리어가 편안한 분위기를 만들고 있는 이곳은 화덕피자와 파스타로 유명한 이탈리안 레스토랑이다. 변하지 않는 꾸준한 맛으로 단골이 많은곳이다.,song/image/sample_image.png
사상구,전골[그집],35.149475,129.00208,"가야대로 268-15, 1층",051-323-7988,1년이 넘는 시간을 연구하여 만든 레시피로 만든 전골은 다소 찾기 힘든 골목 안쪽의 가게를 사람들로 북적이게 만들었다. 누구나 좋아할 것 같은 국물요리다.,song/image/sample_image.png
사상구,하오츠,35.155018,128.99106,"학감대로270, 1층 104호",0507-1435-8890,"근처에 관공서가 많아 점심이면 직장인들이 몰려드는 중식당으로 오너쉐프가 직접 선별한 좋은 재료를 사용한다고 한다. 중식당 치고는 조리시간이 조금 긴 편이나, 그만큼의 맛이 보장되어 있다.",song/image/sample_image.png
사상구,함양본가어탕국수,35.159695,128.98518,사상로181번길36,051-312-4321,민물생선을 갈아서 만든 어탕국수는 생각보다 찾기 어려운 음식이다. 그래서인지 먼 거리에서 찾아오는 손님도 제법 많다는 이곳의 어탕국수는 많이 맵거나 자극적이지 않고 변함없는 맛으로 유명하다.,song/image/sample_image.png
사하구,오공떵번,35.105663,128.9738,"승학로 50, 1층",051-292-4441,"한국에서 흔하게 맛볼 수 있는 쌀국수는 ‘포’라는 하노이식 쌀국수라면, 이곳은 ‘후띠우’라는 호치민식 쌀국수를 만들고 있다. ‘포’와는 달리 향이 강하지 않아 누구나 쉽게 즐길 수 있는 맛이다.",song/image/sample_image.png
사하구,옥미아구찜 하단점,35.105244,128.9706,승학로2번길 34,0507-1362-9939,"아구찜전문점이 많은 부산에서도 가장 유명한 식당 중 한 곳인 옥미아구찜의 분점으로, 생아귀를 사용하여 맵지 않고 풍부한 맛의 아구찜을 만들고 있다. 부산향토음식점으로 지정되어 있는 곳이기도 하다.",song/image/sample_image.png
사하구,우연횟집,35.11137,128.96355,"낙동대로535번길18, 1층",0507-1461-0813,"오픈 전 웨이팅으로 유명한 횟집으로, 주문 즉시 잡은 활어를 사용한다. 두툼한 회를 접시가 넘치도록 담아서 주는데 가격마저 저렴한 편이라, 대학가 상권인 이 지역에서 가장 인기 있는 주점 중 한 곳이라고 한다.",song/image/sample_image.png
금정구,마파람 해물찜 해물탕 구서본점,35.244667,129.08856,금정구 금강로 418 2층,051-557-5577,깔끔한 외관과 인테리어를 가진 큰 규모의 매장은 언제나 손님들로 가득 차 있다 .2005년에 개업하여 꽤 오랜 시간 사랑받아 온 해산물요리전문점으로 싱싱한 해산물과 누구나 좋아할 것 같은 맛의 양념으로 인기 높은 곳이다.,song/image/sample_image.png
영도구,청해수산,35.092476,129.0438,영도구 태종로 113번길 35,051-412-6888,두껍게 썬 회로 유명한 이 곳은 평범한 시장횟집처럼 보이지만평일에도 이른 시간부터 늦은 시간까지 웨이팅이 이어지는 인기 있는 횟집이다.회의 두께는 조절이 가능하고 포장을 위해 찾는 손님들도 많다,song/image/sample_image.png
남구,궁중해물탕 조씨집,35.13556,129.09119,남구 진남로 7-11,051-627-4749,"1959년에 개업하여 2대에 걸쳐 운영해오고 있는 유명한 해물탕전문점으로,생선내장과 해물이 듬뿍 들어간 백년해물탕이 이곳의 대표 메뉴이다.오랜 전통에만 기대지 않고 독자적인 메뉴를 개발하여 좋은 반응을 얻고 있는 곳이기도 하다.",song/image/sample_image.png
수영구,까치횟집,35.155018,129.13171,수영구 광안해변로344번길 17-20 풍경타워,0507-1400-5663,광안리에는 멋진 바다풍경을 배경으로 식사 할 수 있는 좋은 횟집들이 많은데이곳이 바로 그런 곳이다.직접 준비하는 백김치가 회랑 잘 어울리고 간장게장과 새우장이 깔끔하고 맛있다,song/image/sample_image.png
기장군,미청식당,35.260254,129.2332,기장군 일광읍 기장해안로 1303,051-721-7050,일광해수욕장 해변에 자리한 이곳은 성게의 한 종류인 앙장구(말똥성게)비빔밥을 전문으로 하는 해산물식당으로 한정적인 메뉴를 취급하고 있는 것이 더 신뢰가 간다. 웨이팅이 상당한 곳이다.,song/image/sample_image.png
영도구,피아크 카페 앤 베이커리,35.08665,129.077,영도구 해양로 195번길 180 4층,051-404-9204,"하버뷰를 자랑하는 거대한 베이커리카페로 주말이면 유원지라도 온 듯 많은 인파가 몰리지만 ,워낙 넓은 공간을 가지고 있어 웨이팅은 생각보다 짧다.약 80여 종의 다양한 베이커리와 음료, 아이스크림이 준비되어 있고 볼거리가 많은 곳이다",song/image/sample_image.png
금정구,큐제,35.26486,129.08542,금정구 금샘로 470-1 1층,0507-1392-8489,"프랑스인 파티셰가 운영하는 작은 베이커리 카페로, 최상급 밀과 버터를 사용하여천연발효종과 저온숙성을 통해 빵을 구워낸다. 프랑스의 대표 빵인 바게트와 크로아상을 비롯해20여 가지의 빵들을 만날 수 있다.",song/image/sample_image.png
부산진구,커피스가모 인 서면,35.15878,129.05403,부산진구 가야대로 755번길 23 1층,051-818-1007,아주 드물게 전통적인 핸드드립과 사이폰을 이용해 커피를 내리는 이곳은 시간은 조금 더 걸리지만색다른 커피를 즐길 수 있는 곳이다. 고급스러운 실내와 테이블 착석 후 주문하고 후불 결제하는고풍스러운 운영을 고수하는 것도 인상적이다,song/image/sample_image.png
기장군,칠암사계,35.299957,129.25919,기장군 일광읍 칠암1길 7-10,0507-1318-4900,"넓은 매장이 좁게 느껴질 정도로 많은 인파가 몰리는 이곳은기장의 바다를 바라보면서 다양한 빵과 음료를 즐길 수 있는 유명한 카페다 .모든 곳이 예쁘고, 모든 빵이 맛있는 곳으로, 소금빵과 칠암돌만주가 특히 유명하다.",song/image/sample_image.png
동구,초량온당,35.123413,129.04155,"동구 초량중로 135, 1층",0507-1318-1271,오픈시간이면 원하는 빵을 사기위해 긴 줄이 생기는 유명 베이커리로빵의 도시 부산에서도 보기 힘든 색다른 조합과 레시피의 다양한 빵들을 만날 수 있다 .특히 황 치즈를 사용한 빵들이 제일 인기 있다고 한다.,song/image/sample_image.png
중구,원조 바다집,35.100822,129.0299,중구 광복로 43번길 18-5,051-245-1924,대를 이어 50여 년을 운영 중인 유명한 식당으로 다수의 TV프로그램을 통해서도많이 알려져 있다. 손질된 해산물이 가득 들어간 수중전골이 이곳을 유명하게 만든 메뉴이며지역민들의 추억이 담긴 음식이기도 하다,song/image/sample_image.png
금정구,이흥용과자점 부산대점,35.23029,129.08397,금정구 부산대학로 63번길 30,051-711-4454,"너무나도 유명한 대한민국 제과명장의 베이커리로 4년간 간수 뺀 신안천일염,제철 우리 농산물 등 좋은 재료를 사용한 100여종의 빵과 디저트를 매일 직접 구워 제공하고 있다",song/image/sample_image.png
동래구,소문난 원조 조방낙지,35.203987,129.08392,동래구 명륜로 94번길 37,051-555-7763,1972년부터 3대째 운영하고 있는 낙지볶음전문점으로부산에서는 모르는 사람이 드문 식당 중 한 곳이기도 하다.직접 뼈를 우려낸 육수와 비법 양념장으로 항상 많은 손님들이 찾는 곳이다.,song/image/sample_image.png
사상구,오대양횟집,35.150047,129.01125,사상구 주례로 12,051-327-9463,"평범한 횟집처럼 보이는 이곳은 회와 함께, 돼지·소고기 구이를 함께 하는 대단히 특이한 식당이다.횟집에서 고기 먹는 사람이 있을까 싶은데 대부분 고기부터 시작해서 회로 마무리한다고 한다.배달로도 인기 높은 곳이다.",song/image/sample_image.png
동구,오륙도 낙지 범일본점,35.136383,129.05554,동구 정공단로 46-1,051-638-1589,"1996년부터 30여 년을 운영 중인 곳으로 각종 TV프로그램을 통해서도 많이 소개된 곳으로,유명세에 유사상호를 사용하는 곳들도 생겨 특허·상표등록을 했다고 한다.동구의 1호 향토음식점이기도 하다.",song/image/sample_image.png
기장군,일미아구찜,35.25894,129.24767,기장군 일광읍 학리등대로 102,051-724-3318,일광에 위치한 아귀찜전문점인 이곳은 어디서 구해오나 궁금할 정도로커다란 아귀를 사용하여 아귀찜을 만든다.정말 많은 사람들이 찾는 유명한 가게로 매운 정도를 선택할 수 있다,song/image/sample_image.png
영도구,제주복국,35.07098,129.06885,영도구 절영로 481,051-405-5050,뚝배기로 나오는 대부분의 복국집과 다르게 인원수만큼 끓인 복국을 그 자리에서그릇에 담아준다. 부산에서 최고의 복국집을 거론할 때 항상 빠지지 않는 곳 중 한 곳으로클래식한 분위기의 넓은 공간이 인상적인 곳이다.,song/image/sample_image.png
강서구,1966정원,35.028156,128.81578,강서구 가덕해안로 787-1,051-971-9925,"조용한 어촌마을에 자리한 양식당으로 아담한 정원과 엔틱풍의 인테리어가 돋보인다.직접 구운 번으로 만든 수제버거가 대표메뉴이며 필라프, 샐러드 외에다양한 음료도 준비되어 있는 곳",song/image/sample_image.png
남구,용호할매팥빙수단팥죽,35.124126,129.11104,남구 용호로 90번길 24,051-623-9946,"오래전부터 팥빙수와 단팥죽으로 유명했던 팥전문점으로 2대에 걸쳐 40여 년이 넘게운영 중인 곳이다. 직접 삶은 통팥과 밀양얼음골사과, 부산우유를 사용하는 등지역의 재료를 사용한 변함없는 맛을 지켜가고 있다",song/image/sample_image.png
해운대구,올드머그,35.17039,129.19714,"해운대구 송정구덕포길 122, 1층",051-704-9004,뒤로는 해변열차가 지나가고 산책길과 이어져 있는 핸드드립 전문 카페로이른 아침부터 일출과 티타임을 즐기러 온 손님들이 많다.실내와 실외 모두 감성적인 공간으로 색다른 송정바다를 만날 수 있는 곳이다,song/image/sample_image.png
기장군,아데초이,35.286453,129.25821,기장군 일광읍 문오성길 162-1,070-8804-1355,"강렬한 색감의 고풍스러운 실내가 창밖으로 보이는 바다와 무척 잘 어울리는 카페로 ,고급스러운 맛으로 유명한 이 곳의 디저트들은 동경제과학교 출신의 오너가 직접 만들고 있다 .클래식과 재즈 음악이 조금 나이가 있는 손님들과 참 잘 어울린다",song/image/sample_image.png
동래구,빌라 빌레쿨라,35.198376,129.06964,동래구 여고로 63번 나길 8,0507-1379-0100,"말괄량이 삐삐가 살던 오두막의 이름을 가진 이곳은 도심 속에서 만나는 휴식의 공간이다 .직접 만든 팬케이크 등의 디저트와 음료는 좋은 재료를 사용하였고,구석구석 따뜻한 분위기를 가진 나만 알고 싶은 그런 카페다.",song/image/sample_image.png
강서구,브리타니,35.037563,128.81287,강서구 가덕해안로 663,0507-1368-4172,조용한 해안마을에 자리한 감성적인 분위기의 카페로 커다란 창밖으로가덕도 해안이 한눈에 보이는 바다경치를 자랑한다.루프 탑도 운영 중이며 간단한 식사메뉴도 함께 즐길 수 있는 곳,song/image/sample_image.png
기장군,브레이크인 커피,35.340794,129.17773,기장군 정관읍 병산로 117,051-728-7081,"일상에서 벗어나 파노라마 숲속에서 커피 한 잔의 여유를 즐길 수 있는 곳으로 ,카페라고는 하지만 22년 경력 제과기능장의 빵을 맛볼 수 있는 베이커리이기도 하다 .재미있는 모양의 수박식빵과 호랑이식빵이 인기있다",song/image/sample_image.png
남구,브레드 365,35.135845,129.08633,남구 못골로 41번길 13 상가 205동 101호,051-711-1951,천연 발효종과 저온발효로 빵 자체의 풍미가 좋고 소화가 잘되는 빵을 만든다 .빵은 손으로 만질 수 없게 쇼케이스 안에 진열되어 있으며 매일 직접 만드는바게트 샌드위치가 특히 인기 있다.,song/image/sample_image.png
금정구,보리종파티세리 본점,35.233204,129.09138,금정구 중앙대로 1667 1층,051-513-5200,"맛있고도 건강한 빵을 연구하는 이곳은버터향 가득한 소금빵이 바삭하고 쫄깃한 식감으로 인기 있으며,대표메뉴인 천연발효종 유럽빵과 통밀 건강빵이 다양한 종류로 준비되어 있다",song/image/sample_image.png
중구,바우노바,35.099163,129.03558,중구 광복로 97번길 6,051-253-3757,"다양한 원두를 사용하며 하루에도 3~4번씩 원두를 바꾼다는 이곳에선워터소믈리에, SCA 커피 감별사 자격을 보유한 바리스타가 나에게 맞는 커피를 찾아준다 .외국인을 포함한 단골손님이 많은 카페다.",song/image/sample_image.png
해운대구,해운대 암소갈비집,35.163273,129.16663,해운대구 중동2로10번길 32-10,051-746-3333,"1964년 창업하여 2대째 운영 중인 암소갈비전문점으로, 한옥형태의 건물과 독특한 양념으로방문해보지 않은 사람들도 이름정도는 알고 있는 유명한 식당이다",song/image/sample_image.png
해운대구,풍원장 고기정찬,35.15967,129.18253,해운대구 달맞이길117번가길 175,0507-1378-9024,"주방에서 고기를 구워 나와 연기 없이 쾌적한 환경에서 식사를 할 수 있는 이곳은 ,대형 구이전문식당으로, 잘 갖춰진 시설과 한정식처럼 푸짐하게 차려지는 상차림 등가족외식하기 좋은 곳이다.",song/image/sample_image.png
금정구,포맨티코,35.22843,129.08781,금정구 장전로 12번길 16,051-583-2682,"제대로 된 맛이 날 수 있게 사골 뼈를 24시간 이상 끓이고, 매일 아침 정성껏 재료를 준비한다. 정성들여 준비해야 좋은 맛이 나는 것은 어느 나라 음식이건 마찬가지다. 그간 베트남음식에 좋은 기억이 없던 사람들에게 먼저 추천해주고 싶은 곳.",song/image/sample_image.png
동구,명란브랜드연구소,35.1171,129.03499,동구 영초윗길 22-1,051-463-9182,동구 초량이바구길에 위치한 이곳은 5층 건물 전체가 명란과 관련된 이야기로 가득한 곳이다.3층과 4층이 카페로 이용되는 곳으로 명란을 소재로 한 음식들을 만날 수 있다.주말에는 음료만 판매한다고 하니 참고하자,song/image/sample_image.png
해운대구,육화목 소고기,35.16929,129.17072,해운대구 좌동순환로8번길 78,051-743-5747,10년 이상 경력의 주인이 주문과 동시에 고기를 준비하여 제공하는 곳으로한우와 한돈을 모두 주문할 수 있다.조금 특별하게 고기를 즐기고 싶은 날 추천할 만한 숯불구이전문점이다.,song/image/sample_image.png
해운대구,어밤부,35.17372,129.19667,해운대구 송정광어골로 87,051-702-8183,"태국풍의 라탄 조명과 송정 해수욕장의 멋진 풍경이 어우러진 태국음식전문점으로, 다양한 태국 음식들과 함께 와인 등의 주류와 다양한 음료도 준비되어 있다.",song/image/sample_image.png
수영구,우토피아,35.15517,129.12115,수영구 광안해변로 249 3층,0507-1388-3199,광안리 바다 뷰와 함께 2++등급 한우를 사용한 오마카세 구이를 즐길 수 있는 곳으로준비되어 나오는 모습도 먹는 방식도 대단히 독특한 한우구이전문점이다.연인과 함께 하는 것을 추천하고 싶은 식당이다.,song/image/sample_image.png
해운대구,우봉,35.157097,129.14835,해운대구 마린시티1로 155 상가 2층,051-746-9256,"동백섬이 보이는 시원한 뷰와 함께 하는 한우구이전문점으로 경매, 도축, 숙성 등의 전 과정을전문가가 관리하여 만족할만한 품질의 소고기만 제공한다고 한다.깔끔하고 독특한 모습의 샤브전골도 무척 인기있다.",song/image/sample_image.png
부산진구,굿모닝홍콩,35.158752,129.06444,부산진구 서전로 47번길 19,010-6444-3724,"홍콩인들이 아침식사를 한다는 차찬텡 컨셉의 식당으로, 식사와 디저트가 함께 준비되어 있는 곳이다.한국인의 입맛에 맞춘 적당한 향신료로 부담 없이 먹을 수 있는 것이 특징이다.",song/image/sample_image.png
해운대구,버거인뉴욕,35.16093,129.16469,해운대구 해운대해변로298번길 9,051-743-0144,엄선된 1등급 한우로 만든 패티와 버터향 가득한 브리오슈 번을 매일 만들어뉴욕 본토의 맛에 가장 가까운 햄버거를 만들고 있다.가게의 외관도 내부도 마치 뉴욕에 온 듯한 느낌을 주는 곳이다.,song/image/sample_image.png
부산진구,반핀,35.15839,129.06279,부산진구 동천로 108번길 9,051-911-6222,대만음식을 베이스로한 캐주얼한 메뉴로 젊은 층에 인기 높은 이 곳은비장탄 숯불을 사용한 덮밥이 인기메뉴이다.간단한 요리메뉴도 있어 식사나 맥주와도 잘 어울린다.,song/image/sample_image.png
사하구,복성반점,35.103638,128.96245,사하구 하신중앙로 289,051-291-7834,"50여 년간 2대를 이어 운영하고 있는 전통 있는 중식당으로, 유명 TV쇼에 출연하며 더욱 많은 사람들이 찾고 있다.해산물과 양파가 푸짐하게 올라간 짬뽕이 이곳의 대표메뉴",song/image/sample_image.png
해운대구,쉐프리,35.159615,129.15382,해운대구 해운대해변로209번길 13 바게트호텔 3층,051-757-6127,화려한 경력의 오너쉐프가 운영하는 이탈리안 레스토랑으로 와인과도 잘 어울리는요리들을 만날 수 있다.예쁜 모습의 음식들이 많이 유행하고 있지만 역시 음식의 본질은 맛이다.,song/image/sample_image.png
해운대구,부우사안,35.160133,129.1545,해운대구 해운대해변로209번나길 16,051-741-3310,베이징덕으로 유명한 정통중식당으로 조금 특별한 날에 특별한 메뉴를 찾는 사람에게 권할만한 곳이다.카빙 전 베이징덕을 먼저 보여주고 먹을 수 있게 장만해 주는 것이 재미있다.,song/image/sample_image.png
중구,스톤스트릿,35.102036,129.03119,중구 광복중앙로 24번길 9,051-254-7736,캐주얼한 화덕피자와 파스타가 인기 높은 곳으로 음식에 사용되는 리코타 치즈는매일 직접 만든다고 한다. 시그니처 메뉴는 난과 함께 제공되는 청포도 샐러드인데이곳의 단골들이 강력하게 추천하는 메뉴이다.,song/image/sample_image.png
동구,산동완탕교자관,35.119602,129.04268,동구 중앙대로248번길 3-11 (1층),070-8240-2385,중국인이 운영하고 있는 이곳은 중국에 있는 식당이 그대로 위치만 옮긴 것 같은 느낌을 준다.만두를 전문으로 하고 낯선 메뉴와 현지화 되지 않은 중국 본토의 맛을 경험할 수 있는 특별한 식당이다.,song/image/sample_image.png
영도구,삼형제오리,35.09349,129.03928,영도구 태종로 73번길 23,051-417-7043,"중국 현지 북경오리 프랜차이즈의 국내 유일 지점으로 숯불에 구운 오리바베큐가 대표메뉴지만, 양갈비살로 만든 양꼬치도 인기 있다.오리바베큐를 먹기 위해선 예약이 필수다.",song/image/sample_image.png
중구,석기시대,35.106155,129.03487,중구 동광길 75-1,010-2334-0358,1987년에 개업한 중국만두전문점으로 맛과 품질에 비해 저렴한 가격의 만두와 오향장육을 만날 수 있다. 가볍게 술 마시기 좋은 곳으로 많은 단골손님이 찾아오는 가게이다.,song/image/sample_image.png
부산진구,음주양식당 오스테리아 어부,35.153934,129.06258,부산진구 동천로58,051-802-8858,한국인에게는 다소 생소한 맛일지라도 이탈리아의 맛을 좋아하는 사람들을 위해이탈리아 현지의 맛을 기준으로 조리한다는 이곳.이곳은 부산이지만 이 공간만큼은 분명히 이탈리아다.,song/image/sample_image.png
강서구,칸웨이,35.08141,128.90326,강서구 명지오션시티4로 84,051-271-7173,"롯데호텔 중식당과 한식당의 책임자로 각종 국제행사를 책임지던 대표가 선보이는 고급 중식레스토랑이다. 가족외식하기 좋으며, 중식코스 요리가 대표메뉴이다.",song/image/sample_image.png
수영구,고옥,35.143585,129.10974,수영구 광남로 6 남천동 12-8번지,0507-1360-1638,"부산에서 히츠마부시를 유행시킨 유명한 곳으로, 장어는 숯불을 사용하며 굽고그날 사용할 장어가 떨어지면 조기 마감한다. 예약을 받지 않고 입점순서대로 식사를 제공한다.",song/image/sample_image.png
연제구,글라스 앤 보틀,35.188755,129.0872,연제구 쌍미천로 179-1,051-852-8598,"일본의 골목길 비스트로를 연상시키는 분위기의 아담한 와인바로 부부가 함께 운영하고 있는 곳으로, 일식 기반의 캐주얼한 요리들이 와인과 무척 잘 어울린다. 테이블 수가 작아 예약이 필수다.",song/image/sample_image.png
강서구,앙탄,35.204876,128.90659,강서구 식만로 118-1,0507-1487-3122,"낙동강 강변에 위치한 조용하고 여유로운 식당으로, 멋진 풍경을 감상할 수 있는오리코스요리 전문점이다.깔끔하고 기분 좋은 코스와 시그니처 디저트 곶감말이까지 여러모로 기분 좋은 곳이다",song/image/sample_image.png
남구,교토돈부리본점,35.137672,129.10362,남구 용소로13번길 61,051-622-1919,"제주산 흑돼지로 만든 돈카츠와 생연어를 숙성시킨 연어뱃살덮밥으로 인기 있는 일식덮밥전문점으로, 무척 높은 수준의 음식을 만날 수 있다.재료손질과 사용하는 소스 등도 모두 직접 장만하고 있다.",song/image/sample_image.png
해운대구,나가하마 만게츠,35.16669,129.15746,해운대구 우동1로 57 대영빌딩1층,051-731-0886,해리단길의 유명한 일본라멘전문점으로 후쿠오카의 유명한 라멘전문점의 유일한 한국분점이다. 최근에는 해운대로 관광 온 젊은 층의 필수코스가 되어가고 있어 오픈과 동시에 웨이팅이 시작되는 곳이기도 하다.,song/image/sample_image.png
수영구,노는바다,35.140026,129.10835,수영구 황령대로 481번길 39 1층,051-992-3838,해삼내장을 손질한 고노와다로 유명한 일본식주점으로 이곳의 고노와다 사시미를경험해보기 위해 먼 곳에서도 찾아오는 사람도 많다고 한다.대기하는 사람이 많아 두 시간 이용 제한이 있다.,song/image/sample_image.png
수영구,동경밥상,35.148396,129.11385,수영구 남천바다로 34-6,0507-1320-1428,"240여 년의 긴 역사를 가진 일본의 장어요리전문점 쥬바코에서 오랜 수련을 거친오너쉐프가 쥬바코 스타일의 정통방식으로 만든 장어구이를 선보이는 곳으로,외관부터 내부까지 일본에 온 듯한 분위기를 가지고 있다",song/image/sample_image.png
기장군,슌,35.25241,129.217,기장군 기장읍 차성동로 163,051-724-3737,무려 25년 경력의 셰프가 갓 만든 초밥이 레일위에 놓여있는 회전초밥전문점인 이곳은 좌천 쌀을 사용하며 초밥의 가격은 모두 동일하다.먹고 싶은걸 말하면 그 즉시 만들어주기도 한다.,song/image/sample_image.png
해운대구,스시미르네,35.17129,129.17677,해운대구 세실로 75,051-703-5623,초밥의 대중화를 이끈 초밥전문점 중 한 곳인 이곳은 초심을 잃지 않고 음식을 만든다는 철학으로 한국인기브랜드 대상을 수상한 곳이기도 하다.색다른 모습을 가진 통우나동과 물회가 특징적인 메뉴이다.,song/image/sample_image.png
금정구,스시심 타카이,35.230793,129.08801,금정구 부산대학로 29 네오스퀘어 2층,010-2847-3576,"점심, 저녁 각각 두 차례씩 예약제로 운영하는 초밥전문점으로 숙련된 셰프가 제공하는오마카세는 맛과 가격 모두를 만족시킨다고 한다.예약에만 3개월이 걸릴 정도로 높은 인기를 자랑하는 곳.",song/image/sample_image.png
부산진구,야스마루,35.15605,129.06439,"부산진구 서전로 38번길 35-14, 제일빌딩 102호",010-7144-7600,입맛 없는 여름에 맛있게 먹을 수 있는 음식을 만들려고 했다지만 계절에 관계없이 항상 긴 줄이 서있는 곳으로 독특한 모습의 파랑국수가 대표메뉴.간판 없는 인기식당으로도 유명하다.,song/image/sample_image.png
